File Name,Last Modified Time,File Size (Bytes),File Type Value,Permissions Value,Last Modified Time Pro,File Size (Bytes) Pro,File Type Value Pro,Permissions Value Pro,Score,important
11班.xlsx,4577.808889,35179.01483200861,1,3,0.3525838378761569,0.0005591103869578886,0.0,1.0,-0.204049454978398,0
入团申请书 陈韬之.docx,10217.63083,37386.18808287614,1,1,0.7869641523698703,0.0005962002204592988,0.0,0.0,-1.572735904298822,0
Data processing2.py,693.8238889,6783.251027951615,1,3,0.05343846706802144,8.19416140834066e-05,0.0,1.0,0.3932869490921239,0
data_2028.py,527.5044444,4967.260427529214,3,3,0.04062850722104092,5.142530142724391e-05,1.0,1.0,1.3188458361607727,1
correlation analysis.py,602.7808333,3818.9615366314,3,1,0.046426311092582176,3.212902975644793e-05,1.0,0.0,0.8072116358743485,1
微信图片_20240627151659.jpg,5807.388889,804502.291014972,3,3,0.44728635733202426,0.013486990974116195,1.0,1.0,0.5324012672841839,0
微信图片_20230903150413.jpg,12767.60389,30412.37666191558,1,1,0.9833636329458292,0.00047901073188064104,0.0,0.0,-1.9657692444278971,0
backup_now.html,0.0,6587.466586242485,3,1,0.0,7.865160848810321e-05,1.0,0.0,0.9001573032169762,1
QQ图片20240622203752.jpg,5802.040833,133973.6034674591,3,1,0.44687444889386563,0.0022192767748428965,1.0,0.0,0.010689655761954575,0
QQ图片20240505150936.gif,6935.513056,193534.84405855663,1,3,0.5341747264287496,0.0032201571977063673,0.0,1.0,-0.5619091384620865,0
monitor.html,0.0,24004.562439404024,1,1,0.0,0.0003713323869534783,0.0,0.0,0.0007426647739069566,0
2023_微积分先修_试题.pdf,11232.70333,948831.3265693996,3,1,0.865145257446698,0.01591232840335006,1.0,0.0,-0.7984658580866958,0
计算机与电子通信11班 大学物理作业成绩.xls,5780.332222,63097.01153382214,1,3,0.4452024469455684,0.0010282506544725418,0.0,1.0,-0.38834839258219167,0
2023311B21-唐梓涵-国家奖学金答辩ppt.pptx,0.0,20601152.095502157,1,1,0.0,0.346154326828043,0.0,0.0,0.692308653656086,1
新建 Microsoft PowerPoint 演示文稿.pptx,618.5019444,1381699.01157389,1,3,0.0476371544942442,0.02318633390275839,0.0,1.0,0.45109835881702837,0
微信图片_20231225205254.jpg,10241.79111,20341.399247716363,1,1,0.7888249823986274,0.00030977577248527234,0.0,0.0,-1.5770304132522843,0
base_style.html,46.674166670000005,6549.308029612649,3,1,0.0035948544845817846,7.801038355866078e-05,1.0,0.0,0.8929663117979538,1
微信图片_20240627151659.jpg,5759.388889,466510.4027920576,3,3,0.44358938687554184,0.007807299606849127,1.0,1.0,0.5284358254626146,0
Data processing.py,670.3152778,16676.259568907913,3,3,0.051627828719904054,0.0002481859446849463,1.0,1.0,1.2972407144495617,1
2023311B26-陈韬之-华萌奖学金答辩ppt.pptx,0.0,17390252.905098483,3,1,0.0,0.2921976579009093,1.0,0.0,1.4843953158018186,1
QQ图片20240622203752.jpg,5778.040833,114462.1564619624,3,3,0.4450259636656244,0.0018914020506811133,1.0,1.0,0.5137308767701134,0
backup_now.html,0.0,6964.2630530138085,3,1,0.0,8.498338068177897e-05,1.0,0.0,0.9001699667613636,1
祖国或以梦为马朗诵稿.docx,6504.621944,36279.64376504268,1,1,0.500987399115732,0.0005776056019832715,0.0,0.0,-1.0008195870274974,0
flow chart.jpg,444.1986111,2464141.496106523,3,1,0.03421227379265034,0.0413759397755135,1.0,0.0,0.9143273319657264,1
微积分B2023年期末试题（哈工大）.pdf,5562.550278,1092578.434694157,1,1,0.4284288341763328,0.01832788699376016,0.0,0.0,-0.8202018943651453,0
总的思路（部分已作废）.docx,534.0147222,403515.9332126306,3,3,0.04112993023541787,0.0067487264353537565,1.0,1.0,1.3312375923998718,1
2023_微积分先修_试题.pdf,11232.70333,1168842.2581637288,3,1,0.865145257446698,0.0196094413590804,1.0,0.0,-0.7910716321752352,0
Client_Mac.py,0.0,19181.58229590918,1,1,0.0,0.00029028594874002116,0.0,0.0,0.0005805718974800423,0
进步退步.py,548.5622222,5942.042338811127,1,3,0.04225038185449448,6.780575492151397e-05,0.0,1.0,0.4156348478008541,0
base_style.html,0.0,9708.298572227752,3,1,0.0,0.000131094767945827,1.0,0.0,0.9002621895358917,1
backup.html,0.0,11333.110661308096,3,3,0.0,0.00015839847409185854,1.0,1.0,1.4003167969481838,1
2023311B21-唐梓涵-国家奖学金答辩ppt.pptx,0.0,16077066.394116664,1,1,0.0,0.27013057774330523,0.0,0.0,0.5402611554866105,0
11班-23级德育成绩单活动记录1030-班长 (1).xlsx,5713.901389,28108.73450050185,1,1,0.44008592971639093,0.00044029981320668527,0.0,0.0,-0.8792912598063685,0
monitor.html,0.0,22532.943246000606,3,3,0.0,0.0003466029685268284,1.0,1.0,1.4006932059370536,1
flow chart.jpg,660.1986111,2484185.9516314,3,3,0.050848640846821155,0.04171277129417743,1.0,1.0,1.3817282608947126,1
微积分春季期末试题集答案.pdf,5885.129722,5330708.153821375,1,3,0.45327397322501034,0.08954636772608246,0.0,1.0,-0.22745521099785582,0
Client_Mac.py,0.0,21575.22023359662,1,3,0.0,0.0003305091765888504,0.0,1.0,0.5006610183531777,0
微信图片_20250127145917.png,671.685,558496.3174822162,3,3,0.05173332502213297,0.009353051513271473,1.0,1.0,1.315239452982277,1
2023_微积分B_先修_回忆版试卷_参考答案.pdf,6426.196944,340534.6742268869,3,3,0.49494708853136465,0.005690375257632537,1.0,1.0,0.4214865734525358,0
23级基础学部本科生2023-2024年度学业奖学金公示.xlsx,3688.278889,77425.87358071395,1,1,0.2840720434979321,0.0012690360605909796,0.0,0.0,-0.5656060148746822,0
login.html,22.674166670000005,11527.220306534366,1,3,0.0017463692563405833,0.00016166033603207117,0.0,1.0,0.49683058215938297,0
QQ图片20240505150936.gif,6863.513056,197359.21077602336,3,3,0.5286292707440261,0.0032844227123157996,1.0,1.0,0.34931030393657936,0
微积分B2023年期末试题（哈工大）.pdf,5586.550278,901044.0421589576,3,1,0.43027731940457403,0.01510930017637641,1.0,0.0,0.06966396154360477,0
2023年秋数理逻辑期末考试回忆版试题.pdf,1577.643889,2432617.4734345954,1,3,0.12151047601006257,0.04084620304019519,0.0,1.0,0.3386714540602652,0
2022秋集合论与图论.pdf,1481.641667,277248.89658606413,3,1,0.11411636395817372,0.0046269068802485755,1.0,0.0,0.6810210858441497,1
2023_微积分B_先修_回忆版试卷_参考答案.pdf,6282.196944,611956.0801244295,1,3,0.4838561771619174,0.010251401334539582,0.0,1.0,-0.44720955165475573,0
backup.html,0.0,8770.710084166532,1,1,0.0,0.00011533932106309538,0.0,0.0,0.00023067864212619076,0
微信图片_20240627151659.jpg,5807.388889,564570.0398490216,3,3,0.44728635733202426,0.009455115703851012,1.0,1.0,0.5243375167436535,0
华萌奖学金答辩演讲稿.docx,1441.841111,48776.46442261243,1,1,0.11105091646476593,0.0007876049743950489,0.0,0.0,-0.22052662298074177,0
2023年秋数理逻辑期末考试回忆版试题.pdf,1649.643889,2732125.848776409,1,1,0.12705593169478616,0.04587920884041473,0.0,0.0,-0.16235344570874286,0
微信图片_20231220095010.jpg,10228.93028,132362.98796272354,3,1,0.7878344384703807,0.00219221163127886,1.0,0.0,-0.6712844536782038,0
微信图片_20240627151659.jpg,5735.388889,658338.9814161538,3,3,0.4417409016473006,0.011030829993139995,1.0,1.0,0.5385798566916787,0
base.html,22.674166670000005,12369.423422389766,3,1,0.0017463692563405833,0.00017581290576313682,1.0,0.0,0.8968588872988451,1
11班.xlsx,4409.808889,18092.867602034046,1,1,0.3396444412784685,0.00027199094325710497,0.0,0.0,-0.6787449006704228,0
2023311B26-陈韬之-华萌奖学金答辩ppt.pptx,0.0,19569427.628042568,1,1,0.0,0.3288169978701252,0.0,0.0,0.6576339957402504,1
计算机与电子通信11班 大学物理作业成绩.xls,5924.332222,43013.10969035831,3,1,0.4562933583150156,0.0006907562710389124,1.0,0.0,-0.011205204087953335,0
微信图片_20231220095010.jpg,10228.93028,95371.1144911132,3,1,0.7878344384703807,0.001570591906851708,1.0,0.0,-0.672527693127058,0
Client_Mac.py,0.0,21255.77498651075,3,1,0.0,0.00032514114713190815,1.0,0.0,0.9006502822942638,1
微信图片_20250127145917.png,599.685,682578.738038771,3,3,0.046187869337409364,0.011438160290792978,1.0,1.0,1.3305005819067672,1
微信图片_20240122224337.jpg,9351.947778,142666.34630846727,1,3,0.7202890551215052,0.002365351571878808,0.0,1.0,-0.9358474070992528,0
2023311B26-陈韬之-华萌奖学金答辩ppt.pptx,0.0,30681521.91717387,3,1,0.0,0.5155471183415725,1.0,0.0,1.931094236683145,1
Data processing2.py,597.8238889,4173.485315269163,1,1,0.046044526155056636,3.8086526711794366e-05,0.0,0.0,-0.09201287925668969,0
pie-simple.png,659.7508333,338774.2409770332,3,1,0.05081415290311972,0.005660792543134817,1.0,0.0,0.8096932792800302,1
2023_微积分先修_试题解答.pdf,11204.04306,1793462.695284875,1,1,0.8629378372078479,0.030105703039170748,0.0,0.0,-1.6656642683373544,0
